,Cocktail Name,Cocktail_tags,Ingredients,Preparation,Alcoholic?,Category
409,Vodka Martini,,"1 Olive, 3/4 oz Dry Vermouth, 1 1/2 oz Vodka, ","Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Alcoholic,Ordinary Drink
410,Vodka Russian,,"NoneSchweppes Russchian, 2 oz Vodka, ",Mix it as a ordinary drink .,Alcoholic,Ordinary Drink
411,Vermouth Cassis,,"NoneCarbonated water, 3/4 oz Creme de Cassis, 1 1/2 oz Dry Vermouth, ","Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Alcoholic,Ordinary Drink
412,Victory Collins,,"1 slice Orange, 1 tsp Powdered sugar, 3 oz unsweetened Grape juice, 3 oz Lemon juice, 1 1/2 oz Vodka, ",Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Alcoholic,Ordinary Drink
413,Vodka And Tonic,,"NoneTonic water, 2 oz Vodka, ","Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Alcoholic,Ordinary Drink
414,Valencia Cocktail,,"2 dashes Orange bitters, 1 tblsp Orange juice, 1 1/2 oz Apricot brandy, ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
415,Whisky Mac,,"1 oz Green Ginger Wine, 1 1/2 oz Scotch, ",Pour both of the ingredients into a wine goblet with no ice.,Alcoholic,Ordinary Drink
416,White Lady,"IBA,Classic","2clLemon Juice, 3clTriple Sec, 4clGin, ",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Alcoholic,Ordinary Drink
417,Wine Punch,,"1 cup Pineapple juice, 3 Orange, 1 cup Orange juice, 2 Lemon, 1 bottle Red wine, ",Combine all of the ingredients and pour over a block of ice.,Alcoholic,Punch / Party Drink
418,Wine Cooler,,"cubesIce, 5 oz Lemon-lime soda, 2 oz white or Red wine, ",Mix wine and soft drink. Pour into glass. Add ice.,Optional alcohol,Punch / Party Drink
419,Winter Rita,Winter,"DashSalt, 1/2 ozRosemary Syrup, 1/2 ozOrange Juice, 3/4 ozLime Juice, 1/4 ozCampari, 1 2/3 ozTequila, ","Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",Alcoholic,Beer
420,Whiskey Sour,"IBA,Classic,Alcoholic,ContemporaryClassic","1/2 slice Lemon, 1 Cherry, 1/2 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Blended whiskey, ","Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Alcoholic,Ordinary Drink
421,White Russian,,"NoneLight cream, 1 oz Coffee liqueur, 2 oz Vodka, ",Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Alcoholic,Ordinary Drink
422,Winter Paloma,Winter,"DashPepper, 1 tspAgave Syrup, Juice of 1Lime Juice, TopGrapefruit Juice, 2 shotsTequila, ",Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,Alcoholic,Cocktail
423,White Wine Sangria,Spanish,"TopSoda Water, 3 shotsApple Brandy, 1 cupApple, 1 cupStrawberries, 750 mlWhite Wine, 1lemon, 1Lime, ","Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",Alcoholic,Punch / Party Drink
424,Whitecap Margarita,,"3 tblsp fresh Lime juice, 1/4 cup Cream of coconut, 2 oz Tequila, 1 cup Ice, ",Place all ingredients in a blender and blend until smooth. This makes one drink.,Alcoholic,Other / Unknown
425,Waikiki Beachcomber,,"1 tblsp Pineapple juice, 3/4 oz Gin, 3/4 oz Triple sec, ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
426,Yellow Bird,"IBA,NewEra","1.5 clLime Juice, 1.5 clTriple Sec, 1.5 clGalliano, 3 clWhite Rum, ",Shake and strain into a chilled cocktail glass,Alcoholic,Cocktail
427,Yoghurt Cooler,,"NoneIce, 1 cup Fruit, 1 cup Yoghurt, ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Non alcoholic,Other / Unknown
428,Zorro,,"2 cl White Creme de Menthe, 2 cl Baileys irish cream, 2 cl Sambuca, ",add all and pour black coffee and add whipped cream on top.,Alcoholic,Coffee / Tea
429,Zinger,,"4 shots Surge, 4 shots Peachtree schnapps, ",Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,Alcoholic,Soft Drink
430,Zoksel,,"NoneLemon, NoneCreme de Cassis, None7-Up,  slice
Coca-Cola, NoneLemonade, NoneRoot beer, NoneBeer, ","No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",Alcoholic,Soft Drink
431,Zombie,,"1 dropAngostura Bitters, 1 tspLime Juice, 1 tspGrenadine, 1 tspPernod, 1 oz151 proof rum, 1 1/2 ozGold rum, 1 1/2 ozRum, ","
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",Alcoholic,Cocktail
432,Zambeer,,"cubesIce, Add 10 oz Root beer, 1 1/2 oz Sambuca, ",Mix sambuca with rootbeer and stir. Add ice,Alcoholic,Soft Drink
433,Zorbatini,,"1/4 oz Ouzo, 1 1/4 oz Stoli Vodka, ",Prepare like a Martini. Garnish with a green olive.,Alcoholic,Cocktail
434,Zenmeister,,"1/2 oz Root beer, 1/2 oz Jägermeister, ",Mix together and enjoy,Alcoholic,Ordinary Drink
435,Zipperhead,,"Fill with Soda water, 1 shot Vodka, 1 shot Chambord raspberry liqueur, ","Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",Alcoholic,Shot
436,Zima Blaster,,"3 oz Chambord raspberry liqueur, 12 oz Zima, ","Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",Alcoholic,Ordinary Drink
437,Zizi Coin-coin,," or lime
Lemon, cubesIce, 2 cl Lemon juice, 5 cl Cointreau, ","Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",Alcoholic,Punch / Party Drink
438,Zimadori Zinger,,"12 oz Zima, 1.5 oz Midori melon liqueur, ",Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,Alcoholic,Punch / Party Drink
439,Zippy's Revenge,,"4 oz Grape Kool-Aid, 2 oz Rum, 2 oz Amaretto, ",Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,Alcoholic,Cocktail
440,Ziemes Martini Apfelsaft,,"16 cl Apple juice, 4 cl Vermouth, ",Serve without ice. At least the juice shold have room temperature.,Alcoholic,Ordinary Drink
